month,genre1,genre2,genre3,genre4,genre5
9,Horror,Action,#N/A,#N/A,#N/A
9,Mystery,Thriller,#N/A,#N/A,#N/A
9,Drama,#N/A,#N/A,#N/A,#N/A
9,Action,Crime,Drama,#N/A,#N/A
9,Drama,Comedy,Action,#N/A,#N/A
9,Action,Adventure,Thriller,#N/A,#N/A
9,Action,SF,Horror,Thriller,#N/A
9,Action,Adventure,Thriller,#N/A,#N/A
9,Drama,#N/A,#N/A,#N/A,#N/A
9,Comedy,Action,#N/A,#N/A,#N/A
9,Horror,Thriller,#N/A,#N/A,#N/A
9,Fantasy,Action,Adventure,Drama,#N/A
9,Adventure,Family,Fantasy,#N/A,#N/A
9,Drama,#N/A,#N/A,#N/A,#N/A
9,Action,Mystery,SF,Thriller,#N/A
9,Action,#N/A,#N/A,#N/A,#N/A
9,Drama,#N/A,#N/A,#N/A,#N/A
9,Drama,Melodrama/Romance,#N/A,#N/A,#N/A
9,Drama,#N/A,#N/A,#N/A,#N/A
9,Comedy,#N/A,#N/A,#N/A,#N/A
9,Action,SF,#N/A,#N/A,#N/A
9,Action,SF,Thriller,#N/A,#N/A
9,Comedy,Crime,#N/A,#N/A,#N/A
9,War,Drama,#N/A,#N/A,#N/A
9,Thriller,#N/A,#N/A,#N/A,#N/A
9,Adventure,Drama,Thriller,#N/A,#N/A
9,Thriller,Crime,#N/A,#N/A,#N/A
9,Action,#N/A,#N/A,#N/A,#N/A
9,Fantasy,Mystery,#N/A,#N/A,#N/A
9,Crime,Action,#N/A,#N/A,#N/A
9,Adventure,Drama,#N/A,#N/A,#N/A
9,Drama,#N/A,#N/A,#N/A,#N/A
9,Action,Western,#N/A,#N/A,#N/A
9,Comedy,Melodrama/Romance,#N/A,#N/A,#N/A
9,Drama,#N/A,#N/A,#N/A,#N/A
9,Adventure,Family,Fantasy,#N/A,#N/A
9,Action,Adventure,Comedy,#N/A,#N/A
9,Drama,#N/A,#N/A,#N/A,#N/A
9,Crime,Thriller,#N/A,#N/A,#N/A
9,Horror,Drama,#N/A,#N/A,#N/A
9,Action,Crime,Thriller,#N/A,#N/A
9,Crime,Action,#N/A,#N/A,#N/A
9,Action,#N/A,#N/A,#N/A,#N/A
9,Historical,#N/A,#N/A,#N/A,#N/A
9,Crime,#N/A,#N/A,#N/A,#N/A
9,Horror,Mystery,Thriller,#N/A,#N/A
9,Action,#N/A,#N/A,#N/A,#N/A
9,Comedy,Drama,Crime,#N/A,#N/A
9,Crime,Action,#N/A,#N/A,#N/A
9,Crime,Drama,#N/A,#N/A,#N/A
9,Comedy,Drama,#N/A,#N/A,#N/A
9,War,#N/A,#N/A,#N/A,#N/A
9,Thriller,#N/A,#N/A,#N/A,#N/A
9,Crime,#N/A,#N/A,#N/A,#N/A
9,SF,Thriller,#N/A,#N/A,#N/A
9,Drama,#N/A,#N/A,#N/A,#N/A
9,Drama,Comedy,#N/A,#N/A,#N/A
10,Crime,Drama,#N/A,#N/A,#N/A
10,Thriller,Crime,#N/A,#N/A,#N/A
10,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
10,Mystery,Crime,Action,Thriller,#N/A
10,Action,#N/A,#N/A,#N/A,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,Action,Drama,SF,#N/A,#N/A
10,Melodrama/Romance,#N/A,#N/A,#N/A,#N/A
10,Fantasy,Action,#N/A,#N/A,#N/A
10,Action,SF,Thriller,#N/A,#N/A
10,Melodrama/Romance,Drama,Fantasy,#N/A,#N/A
10,Action,#N/A,#N/A,#N/A,#N/A
10,Mystery,#N/A,#N/A,#N/A,#N/A
10,Action,Drama,#N/A,#N/A,#N/A
10,Comedy,Horror,#N/A,#N/A,#N/A
10,SF,Action,#N/A,#N/A,#N/A
10,Melodrama/Romance,Drama,#N/A,#N/A,#N/A
10,SF,Drama,Mystery,Thriller,#N/A
10,Action,Adventure,Fantasy,#N/A,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,Action,Thriller,#N/A,#N/A,#N/A
10,Thriller,#N/A,#N/A,#N/A,#N/A
10,Family,#N/A,#N/A,#N/A,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,Comedy,#N/A,#N/A,#N/A,#N/A
10,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
10,Thriller,#N/A,#N/A,#N/A,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,Fantasy,Action,#N/A,#N/A,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,Comedy,Family,#N/A,#N/A,#N/A
10,Horror,#N/A,#N/A,#N/A,#N/A
10,Melodrama/Romance,#N/A,#N/A,#N/A,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
10,Action,Thriller,#N/A,#N/A,#N/A
10,Adventure,Drama,SF,#N/A,#N/A
10,Action,Thriller,#N/A,#N/A,#N/A
10,Crime,Action,#N/A,#N/A,#N/A
10,Thriller,#N/A,#N/A,#N/A,#N/A
10,Thriller,#N/A,#N/A,#N/A,#N/A
10,Drama,Adventure,#N/A,#N/A,#N/A
10,Comedy,#N/A,#N/A,#N/A,#N/A
10,Action,Adventure,Fantasy,#N/A,#N/A
10,Horror,Thriller,#N/A,#N/A,#N/A
10,Mystery,Thriller,#N/A,#N/A,#N/A
10,Horror,#N/A,#N/A,#N/A,#N/A
10,Action,#N/A,#N/A,#N/A,#N/A
10,Action,Adventure,Fantasy,SF,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,Action,SF,Thriller,#N/A,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,Drama,Comedy,#N/A,#N/A,#N/A
10,Action,SF,Thriller,#N/A,#N/A
10,Crime,Drama,#N/A,#N/A,#N/A
10,Action,#N/A,#N/A,#N/A,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,SF,Drama,#N/A,#N/A,#N/A
10,Adventure,#N/A,#N/A,#N/A,#N/A
10,Drama,Melodrama/Romance,#N/A,#N/A,#N/A
10,Thriller,Drama,#N/A,#N/A,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,Melodrama/Romance,#N/A,#N/A,#N/A,#N/A
10,SF,Action,#N/A,#N/A,#N/A
10,Fantasy,#N/A,#N/A,#N/A,#N/A
10,Comedy,Drama,#N/A,#N/A,#N/A
10,Drama,#N/A,#N/A,#N/A,#N/A
10,Action,Drama,SF,#N/A,#N/A
11,SF,Thriller,Action,Drama,#N/A
11,SF,Thriller,#N/A,#N/A,#N/A
11,Comedy,Crime,#N/A,#N/A,#N/A
11,Drama,#N/A,#N/A,#N/A,#N/A
11,Comedy,#N/A,#N/A,#N/A,#N/A
11,Action,#N/A,#N/A,#N/A,#N/A
11,Action,Drama,Thriller,#N/A,#N/A
11,Comedy,Melodrama/Romance,#N/A,#N/A,#N/A
11,Drama,Fantasy,Melodrama/Romance,Thriller,#N/A
11,Action,Drama,Fantasy,#N/A,#N/A
11,Action,Crime,#N/A,#N/A,#N/A
11,Drama,#N/A,#N/A,#N/A,#N/A
11,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
11,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
11,Comedy,Melodrama/Romance,#N/A,#N/A,#N/A
11,Action,#N/A,#N/A,#N/A,#N/A
11,Action,Thriller,#N/A,#N/A,#N/A
11,Drama,Fantasy,Melodrama/Romance,Thriller,#N/A
11,Thriller,Drama,#N/A,#N/A,#N/A
11,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
11,Noir,Action,#N/A,#N/A,#N/A
11,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
11,Fantasy,Action,#N/A,#N/A,#N/A
11,Action,Drama,#N/A,#N/A,#N/A
11,Thriller,#N/A,#N/A,#N/A,#N/A
11,Thriller,Drama,#N/A,#N/A,#N/A
11,Noir,#N/A,#N/A,#N/A,#N/A
11,SF,#N/A,#N/A,#N/A,#N/A
11,Action,Drama,War,#N/A,#N/A
11,Action,#N/A,#N/A,#N/A,#N/A
11,Fantasy,Action,#N/A,#N/A,#N/A
11,Drama,#N/A,#N/A,#N/A,#N/A
11,Drama,Comedy,#N/A,#N/A,#N/A
11,Crime,Drama,#N/A,#N/A,#N/A
11,Mystery,Drama,#N/A,#N/A,#N/A
11,Action,Adventure,Crime,Thriller,#N/A
11,Action,Fantasy,#N/A,#N/A,#N/A
11,Drama,#N/A,#N/A,#N/A,#N/A
11,Drama,#N/A,#N/A,#N/A,#N/A
11,Drama,Thriller,#N/A,#N/A,#N/A
11,Fantasy,Adventure,#N/A,#N/A,#N/A
11,Comedy,Drama,#N/A,#N/A,#N/A
11,Mystery,Family,Suspense,#N/A,#N/A
11,Drama,#N/A,#N/A,#N/A,#N/A
11,Drama,Fantasy,#N/A,#N/A,#N/A
11,Horror,#N/A,#N/A,#N/A,#N/A
11,Crime,#N/A,#N/A,#N/A,#N/A
11,Action,Adventure,Fantasy,SF,#N/A
11,Comedy,#N/A,#N/A,#N/A,#N/A
11,Mystery,Thriller,#N/A,#N/A,#N/A
11,Mystery,Horror,Thriller,#N/A,#N/A
11,Drama,Mystery,Crime,#N/A,#N/A
11,Drama,#N/A,#N/A,#N/A,#N/A
11,Thriller,#N/A,#N/A,#N/A,#N/A
11,BlackComedy,#N/A,#N/A,#N/A,#N/A
11,Drama,#N/A,#N/A,#N/A,#N/A
11,Adventure,Family,Fantasy,#N/A,#N/A
11,Crime,Action,#N/A,#N/A,#N/A
11,Action,Thriller,#N/A,#N/A,#N/A
11,Adventure,#N/A,#N/A,#N/A,#N/A
11,Crime,Drama,#N/A,#N/A,#N/A
11,Crime,Action,#N/A,#N/A,#N/A
11,Thriller,#N/A,#N/A,#N/A,#N/A
12,Action,Comedy,Adventure,#N/A,#N/A
12,Action,Adventure,Fantasy,Mystery,#N/A
12,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,Crime,Thriller,#N/A,#N/A,#N/A
12,Comedy,#N/A,#N/A,#N/A,#N/A
12,Fantasy,Adventure,Family,#N/A,#N/A
12,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,Action,Thriller,Drama,#N/A,#N/A
12,Action,Fantasy,Western,#N/A,#N/A
12,Musical,Melodrama/Romance,Drama,#N/A,#N/A
12,Comedy,#N/A,#N/A,#N/A,#N/A
12,Action,#N/A,#N/A,#N/A,#N/A
12,Melodrama/Romance,Horror,Comedy,#N/A,#N/A
12,Comedy,#N/A,#N/A,#N/A,#N/A
12,Comedy,#N/A,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Action,Adventure,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Adventure,#N/A,#N/A,#N/A,#N/A
12,Crime,Thriller,#N/A,#N/A,#N/A
12,Action,Adventure,Fantasy,Mystery,#N/A
12,Action,Adventure,SF,Thriller,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Fantasy,Adventure,#N/A,#N/A,#N/A
12,Action,#N/A,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,Drama,Melodrama/Romance,#N/A,#N/A,#N/A
12,Comedy,#N/A,#N/A,#N/A,#N/A
12,Action,Adventure,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Action,Drama,#N/A,#N/A,#N/A
12,Fantasy,Adventure,Drama,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Drama,Melodrama/Romance,#N/A,#N/A,#N/A
12,Horror,Thriller,#N/A,#N/A,#N/A
12,Comedy,Melodrama/Romance,#N/A,#N/A,#N/A
12,Action,Mystery,Thriller,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Fantasy,Adventure,#N/A,#N/A,#N/A
12,Action,Drama,#N/A,#N/A,#N/A
12,Crime,Action,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Adventure,Drama,Fantasy,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,SF,Action,Adventure,#N/A,#N/A
12,Fantasy,Musical,#N/A,#N/A,#N/A
12,Melodrama/Romance,#N/A,#N/A,#N/A,#N/A
12,Melodrama/Romance,Drama,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Action,Adventure,Fantasy,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Action,Adventure,Drama,#N/A,#N/A
12,Crime,Action,#N/A,#N/A,#N/A
12,Fantasy,Adventure,#N/A,#N/A,#N/A
12,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Action,Crime,#N/A,#N/A,#N/A
12,Drama,Thriller,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Drama,Musical,Melodrama/Romance,#N/A,#N/A
12,Crime,Drama,#N/A,#N/A,#N/A
12,Fantasy,Drama,#N/A,#N/A,#N/A
12,Action,Adventure,Fantasy,SF,#N/A
12,Action,Adventure,Fantasy,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Fantasy,Drama,#N/A,#N/A,#N/A
12,Action,Drama,#N/A,#N/A,#N/A
12,Action,Crime,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Drama,Musical,Melodrama/Romance,#N/A,#N/A
12,Action,Adventure,Fantasy,SF,#N/A
12,Drama,Musical,#N/A,#N/A,#N/A
12,Action,Adventure,Fantasy,SF,#N/A
12,Fantasy,Drama,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Action,Adventure,SF,#N/A,#N/A
12,Crime,Drama,#N/A,#N/A,#N/A
12,Thriller,#N/A,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Action,#N/A,#N/A,#N/A,#N/A
12,Action,Adventure,SF,#N/A,#N/A
12,Drama,Musical,#N/A,#N/A,#N/A
12,Fantasy,Drama,#N/A,#N/A,#N/A
12,Action,Drama,#N/A,#N/A,#N/A
12,Action,Adventure,SF,#N/A,#N/A
12,Drama,Action,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Action,Adventure,SF,#N/A,#N/A
12,Action,Drama,#N/A,#N/A,#N/A
12,Action,Adventure,#N/A,#N/A,#N/A
12,Historical,#N/A,#N/A,#N/A,#N/A
12,Musical,Drama,#N/A,#N/A,#N/A
12,Mystery,Thriller,#N/A,#N/A,#N/A
12,Action,#N/A,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
12,Action,Adventure,SF,#N/A,#N/A
12,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,Drama,#N/A,#N/A,#N/A,#N/A
